#time(s),GeodLatitude(degs),GeodLongitude(degs),GeodAltitude(m),alpha deg,beta(pitch)  deg,gamma(roll) deg
270.1,29.75235929,-48.57228917,38962.92505,151.1629834,41.73720165,50.47574676
270.2,29.75215003,-48.57597877,38962.43421,151.1660366,41.73397685,50.48070543
270.3,29.75194068,-48.57966811,38961.94556,151.1689659,41.73067544,50.48558149
270.4,29.75173124,-48.58335719,38961.45908,151.1720202,41.72745097,50.49042033
270.5,29.75152171,-48.587046,38960.97472,151.1749159,41.72422667,50.49525958
270.6,29.7513121,-48.59073455,38960.49246,151.1779713,41.72100252,50.50009922
270.7,29.7511024,-48.59442285,38960.01228,151.1809925,41.7178553,50.50490162
270.8,29.75089262,-48.59811087,38959.53413,151.1837307,41.71463147,50.50962138
270.9,29.75068275,-48.60179864,38959.058,151.186753,41.71148456,50.51442456
271,29.75047279,-48.60548615,38958.58385,151.1896166,41.7083378,50.51910743
271.1,29.75026274,-48.60917339,38958.11165,151.19264,41.7051912,50.52379068
271.2,29.75005261,-48.61286038,38957.64138,151.1955047,41.70204475,50.52847432
271.3,29.74984239,-48.6165471,38957.173,151.198335,41.69897519,50.53324137
271.4,29.74963209,-48.62023356,38956.7065,151.2012007,41.69582905,50.53780505
271.5,29.74942169,-48.62391976,38956.24183,151.2040321,41.69275979,50.54257286
271.6,29.74921121,-48.62760569,38955.77898,151.206864,41.68969067,50.54709957
271.7,29.74900065,-48.63129137,38955.31792,151.2096964,41.6866217,50.5517474
271.8,29.74879,-48.63497678,38954.85862,151.2125293,41.68355288,50.55627484
271.9,29.74857926,-48.63866194,38954.40105,151.2154871,41.68056092,50.56088568
272,29.74836843,-48.64234683,38953.94519,151.2181617,41.67749239,50.56541384
272.1,29.74815752,-48.64603146,38953.49102,151.2209612,41.67450071,50.57002541
272.2,29.74794652,-48.64971584,38953.03849,151.2236368,41.67143246,50.57443352
272.3,29.74773544,-48.65339995,38952.5876,151.2264373,41.66844107,50.57892501
272.4,29.74752426,-48.6570838,38952.13832,151.2292383,41.66544981,50.58341686
272.5,29.74731301,-48.66076739,38951.69061,151.2318804,41.66245869,50.58790907
272.6,29.74710166,-48.66445071,38951.24446,151.2346472,41.6595444,50.59236386
272.7,29.74689023,-48.66813378,38950.79984,151.2374497,41.65655355,50.59673595
272.8,29.74667871,-48.67181659,38950.35672,151.2400581,41.65363953,50.60119143
272.9,29.7464671,-48.67549914,38949.91509,151.2427022,41.65064896,50.6055642
273,29.74625541,-48.67918142,38949.47492,151.245471,41.6477352,50.60989953
273.1,29.74604363,-48.68286345,38949.03618,151.2480808,41.64482158,50.61435603
273.2,29.74583177,-48.68654522,38948.59885,151.2506912,41.64190808,50.61869203
273.3,29.74561981,-48.69022672,38948.16291,151.2535856,41.63907139,50.6231114
273.4,29.74540778,-48.69390797,38947.72834,151.2560375,41.63615816,50.62732722
273.5,29.74519565,-48.69758895,38947.29511,151.2586492,41.63324506,50.63154335
273.6,29.74498344,-48.70126968,38946.8632,151.2613856,41.63040874,50.63596371
273.7,29.74477114,-48.70495014,38946.43259,151.2639631,41.62757255,50.64026354
273.8,29.74455875,-48.70863035,38946.00325,151.266541,41.62473649,50.64444282
273.9,29.74434628,-48.71231029,38945.57517,151.2691193,41.62190055,50.64874328
274,29.74413372,-48.71598998,38945.14832,151.2716981,41.61906473,50.65292319
274.1,29.74392108,-48.7196694,38944.72268,151.2742773,41.61622904,50.6571034
274.2,29.74370835,-48.72334857,38944.29823,151.276857,41.61339348,50.66128393
274.3,29.74349553,-48.72702747,38943.87495,151.2794019,41.61063467,50.66554782
274.4,29.74328262,-48.73070612,38943.45282,151.2819824,41.60779935,50.66960806
274.5,29.74306963,-48.73438451,38943.03181,151.2845281,41.60504078,50.67387257
274.6,29.74285655,-48.73806263,38942.61192,151.2870742,41.60228233,50.67801648
274.7,29.74264339,-48.7417405,38942.19311,151.2894966,41.59944737,50.68207763
274.8,29.74243014,-48.74541811,38941.77537,151.2918841,41.59668916,50.68610121
274.9,29.7422168,-48.74909546,38941.35867,151.2945557,41.59400768,50.69032907
275,29.74200337,-48.75277255,38940.943,151.296944,41.5912497,50.69435324
275.1,29.74178986,-48.75644937,38940.52835,151.2994922,41.58849184,50.6983777
275.2,29.74157627,-48.76012594,38940.11468,151.3018813,41.58573409,50.70240245
275.3,29.74136258,-48.76380225,38939.70198,151.304395,41.58305306,50.70651055
275.4,29.74114881,-48.76747831,38939.29023,151.3069092,41.58037215,50.71049799
275.5,29.74093495,-48.7711541,38938.87941,151.30914,41.57761475,50.71452361
275.6,29.74072101,-48.77482963,38938.46951,151.3116549,41.57493406,50.71851161
275.7,29.74050698,-48.7785049,38938.06051,151.3141702,41.57225348,50.7224999
275.8,29.74029286,-48.78217992,38937.65238,151.3165264,41.56957301,50.72648847
275.9,29.74007866,-48.78585467,38937.24512,151.3188829,41.56689265,50.73047732
276,29.73986437,-48.78952917,38936.83869,151.3212399,41.56421241,50.73434546
276.1,29.73964999,-48.79320341,38936.43309,151.3237213,41.56160885,50.73841794
276.2,29.73943553,-48.79687739,38936.0283,151.326079,41.55892882,50.74228663
276.3,29.73922098,-48.8005511,38935.6243,151.3285613,41.55632547,50.74623867
276.4,29.73900634,-48.80422457,38935.22107,151.3307602,41.55364566,50.7501079
276.5,29.73879162,-48.80789777,38934.8186,151.3332432,41.55104253,50.75393947
276.6,29.73857681,-48.81157071,38934.41687,151.335567,41.5484395,50.75789231
276.7,29.73836191,-48.81524339,38934.01586,151.3378911,41.54583657,50.76172441
276.8,29.73814693,-48.81891582,38933.61556,151.3400915,41.5431572,50.7654737
276.9,29.73793186,-48.82258798,38933.21595,151.3425405,41.54063103,50.76938939
277,29.73771671,-48.82625989,38932.81701,151.3448658,41.53802842,50.77322227
277.1,29.73750146,-48.82993154,38932.41873,151.3471914,41.53542592,50.77705542
277.2,29.73728614,-48.83360293,38932.0211,151.3493578,41.53282351,50.78088883
277.3,29.73707072,-48.83727406,38931.62409,151.3518082,41.53029775,50.78468452
277.4,29.73685522,-48.84094494,38931.2277,151.3539753,41.52769556,50.7883974
277.5,29.73663963,-48.84461555,38930.8319,151.3564265,41.52517,50.7921936
277.6,29.73642396,-48.84828591,38930.43668,151.3585943,41.52256801,50.79590698
277.7,29.7362082,-48.851956,38930.04203,151.3608866,41.52004265,50.79970369
277.8,29.73599235,-48.85562584,38929.64793,151.3631792,41.51751738,50.80350066
277.9,29.73577642,-48.85929542,38929.25438,151.3653481,41.5149157,50.80709372
278,29.7355604,-48.86296474,38928.86134,151.3674817,41.51239064,50.81089119
278.1,29.73534429,-48.86663381,38928.46881,151.3697754,41.50986568,50.81456782
278.2,29.7351281,-48.87030261,38928.07678,151.3720337,41.50741732,50.81832777
278.3,29.73491182,-48.87397116,38927.68522,151.3743281,41.50489255,50.82200489
278.4,29.73469545,-48.87763945,38927.29414,151.3764631,41.50236788,50.82568226
278.5,29.734479,-48.88130748,38926.9035,151.3785984,41.49984331,50.82923876
278.6,29.73426246,-48.88497525,38926.51331,151.3808581,41.49739533,50.83299969
278.7,29.73404583,-48.88864277,38926.12354,151.3829941,41.49487095,50.83655667
278.8,29.73382912,-48.89231002,38925.73418,151.3852545,41.49242317,50.84019696
278.9,29.73361233,-48.89597702,38925.34522,151.3873912,41.48989898,50.84387555
279,29.73339544,-48.89964376,38924.95665,151.3896523,41.48745138,50.84751632
279.1,29.73317847,-48.90331024,38924.56845,151.3917539,41.48500387,50.85103618
279.2,29.73296141,-48.90697646,38924.18061,151.3938917,41.48247998,50.85459435
279.3,29.73274427,-48.91064243,38923.79312,151.395994,41.48003266,50.85823582
279.4,29.73252704,-48.91430814,38923.40596,151.3982564,41.47758543,50.86175638
279.5,29.73230972,-48.91797359,38923.01912,151.4003593,41.47513829,50.86539833
279.6,29.73209232,-48.92163878,38922.6326,151.4024626,41.47269125,50.86891935
279.7,29.73187483,-48.92530371,38922.24637,151.4045662,41.4702443,50.8724406
279.8,29.73165726,-48.92896839,38921.86043,151.4067941,41.4678739,50.87604515
279.9,29.7314396,-48.9326328,38921.47476,151.4088984,41.46542714,50.87956686
280,29.73122185,-48.93629696,38921.08936,151.411003,41.46298046,50.88296761
280.1,29.73100401,-48.93996087,38920.70421,151.4130721,41.46061033,50.88657285
280.2,29.73078609,-48.94362451,38920.31929,151.4151773,41.45816383,50.89009524
280.3,29.73056809,-48.9472879,38919.9346,151.417123,41.45571743,50.89349666
280.4,29.73034999,-48.95095102,38919.55013,151.4193529,41.45334757,50.89698137
280.5,29.73013181,-48.95461389,38919.16586,151.4214232,41.45097779,50.90046631
280.6,29.72991355,-48.95827651,38918.78179,151.4233699,41.44853166,50.90386839
280.7,29.72969519,-48.96193886,38918.3979,151.4256006,41.44616206,50.90735377
280.8,29.72947676,-48.96560096,38918.01418,151.4276719,41.44379254,50.91083937
280.9,29.72925823,-48.9692628,38917.63062,151.4297434,41.44142311,50.91432519
281,29.72903962,-48.97292438,38917.24722,151.4318153,41.43905377,50.91769001
281.1,29.72882092,-48.9765857,38916.86395,151.4338875,41.43668451,50.92117626
281.2,29.72860214,-48.98024677,38916.48081,151.4358001,41.43431534,50.9245415
281.3,29.72838327,-48.98390758,38916.0978,151.4378729,41.43194626,50.9280282
281.4,29.72816431,-48.98756813,38915.71489,151.439946,41.42957726,50.93139387
281.5,29.72794527,-48.99122842,38915.33208,151.4418596,41.42720835,50.93475975
281.6,29.72772614,-48.99488846,38914.94936,151.4439333,41.42483953,50.93812585
281.7,29.72750693,-48.99854824,38914.56672,151.4458474,41.42247079,50.94149216
281.8,29.72728763,-49.00220776,38914.18414,151.4478857,41.42017855,50.94482049
281.9,29.72706824,-49.00586702,38913.80163,151.4499603,41.41780998,50.94818722
282,29.72684876,-49.00952603,38913.41917,151.4519992,41.4155179,50.95151596
282.1,29.7266292,-49.01318478,38913.03675,151.4539146,41.4131495,50.95488311
282.2,29.72640956,-49.01684327,38912.65436,151.4559541,41.41085759,50.95821227
282.3,29.72618983,-49.0205015,38912.27199,151.45787,41.40848936,50.96157984
282.4,29.72597001,-49.02415948,38911.88963,151.4599101,41.40619761,50.96490941
282.5,29.7257501,-49.02781719,38911.50728,151.4618266,41.40382955,50.96815611
282.6,29.72553011,-49.03147465,38911.12492,151.4637074,41.40153797,50.97148609
282.7,29.72531004,-49.03513186,38910.74254,151.4657483,41.39924646,50.97481628
282.8,29.72508987,-49.0387888,38910.36015,151.4677895,41.39695504,50.97802536
282.9,29.72486962,-49.04244549,38909.97772,151.4696712,41.39466369,50.98135595
283,29.72464929,-49.04610192,38909.59525,151.4715891,41.39229605,50.98460367
283.1,29.72442887,-49.0497581,38909.21273,151.4734713,41.39000487,50.98781334
283.2,29.72420836,-49.05341402,38908.83016,151.4753538,41.38771378,50.99114455
283.3,29.72398776,-49.05706967,38908.44752,151.4773965,41.38542276,50.99435462
283.4,29.72376708,-49.06072508,38908.0648,151.4792795,41.38313182,50.9975649
283.5,29.72354632,-49.06438022,38907.682,151.4811628,41.38084096,51.00077536
283.6,29.72332547,-49.06803511,38907.29912,151.4831702,41.37862654,51.00406911
283.7,29.72310453,-49.07168974,38906.91613,151.4850541,41.37633585,51.00727997
283.8,29.7228835,-49.07534411,38906.53304,151.4869382,41.37404523,51.01049103
283.9,29.72266239,-49.07899823,38906.14983,151.4888227,41.37175469,51.01370229
284,29.7224412,-49.08265209,38905.7665,151.4908312,41.36954058,51.01699683
284.1,29.72221991,-49.08630569,38905.38304,151.4927161,41.3672502,51.02008711
284.2,29.72199854,-49.08995903,38904.99945,151.4944414,41.36495991,51.02329896
284.3,29.72177709,-49.09361212,38904.61571,151.4964508,41.36274603,51.02647271
284.4,29.72155555,-49.09726495,38904.23182,151.4983366,41.36045589,51.02968494
284.5,29.72133392,-49.10091752,38903.84777,151.5001865,41.35824216,51.03285907
284.6,29.72111221,-49.10456983,38903.46355,151.5020728,41.35595218,51.03595031
284.7,29.72089041,-49.10822189,38903.07916,151.5039233,41.35373861,51.03912482
284.8,29.72066852,-49.11187369,38902.69458,151.5058102,41.35144879,51.04233783
284.9,29.72044655,-49.11552524,38902.30982,151.5076612,41.34923537,51.04551272
285,29.7202245,-49.11917652,38901.92487,151.5095124,41.34702203,51.04868781
285.1,29.72000235,-49.12282755,38901.53971,151.5112401,41.34473244,51.05165859
285.2,29.71978012,-49.12647832,38901.15434,151.5132519,41.34251925,51.05483405
285.3,29.71955781,-49.13012884,38900.76876,151.5151039,41.34030614,51.05800969
285.4,29.71933541,-49.1337791,38900.38296,151.5169562,41.3380931,51.06106411
285.5,29.71911292,-49.1374291,38899.99692,151.518685,41.33580383,51.06415705
285.6,29.71889035,-49.14107884,38899.61066,151.5205379,41.33359094,51.06733326
285.7,29.71866769,-49.14472833,38899.22415,151.522391,41.33137813,51.07038823
285.8,29.71844494,-49.14837756,38898.83739,151.5240843,41.32916539,51.07344338
285.9,29.71822211,-49.15202653,38898.45038,151.5259379,41.32695273,51.07662015
286,29.71799919,-49.15567525,38898.06311,151.5277918,41.32474014,51.07967567
286.1,29.71777619,-49.1593237,38897.67557,151.5296459,41.32252763,51.08273138
286.2,29.7175531,-49.16297191,38897.28776,151.5313403,41.3203152,51.08578726
286.3,29.71732993,-49.16661985,38896.89967,151.5331949,41.31810284,51.08884332
286.4,29.71710667,-49.17026754,38896.5113,151.5350498,41.31589055,51.09189957
286.5,29.71688332,-49.17391497,38896.12263,151.536745,41.31367834,51.094956
286.6,29.71665989,-49.17756214,38895.73367,151.5386004,41.31146621,51.09801261
286.7,29.71643637,-49.18120906,38895.34441,151.5404197,41.30933042,51.10103101
286.8,29.71621277,-49.18485572,38894.95483,151.5421156,41.30711843,51.10408799
286.9,29.71598908,-49.18850212,38894.56495,151.5439719,41.30490652,51.10714514
287,29.7157653,-49.19214826,38894.17475,151.5456683,41.30269468,51.110081
287.1,29.71554144,-49.19579415,38893.78422,151.5474886,41.30055919,51.11322159
287.2,29.71531749,-49.19943978,38893.39336,151.5491855,41.2983475,51.1161578
287.3,29.71509346,-49.20308516,38893.00216,151.5510428,41.29613588,51.11909418
287.4,29.71486934,-49.20673027,38892.61063,151.5528639,41.2940006,51.12223531
287.5,29.71464513,-49.21037513,38892.21875,151.5545616,41.29178913,51.12517205
287.6,29.71442084,-49.21401974,38891.82652,151.5563832,41.28965399,51.12819203
287.7,29.71419646,-49.21766408,38891.43393,151.5580814,41.28744267,51.13112912
287.8,29.713972,-49.22130817,38891.04098,151.5597798,41.28523143,51.13406638
287.9,29.71374745,-49.22495201,38890.64766,151.5616022,41.2830965,51.13708689
288,29.71352282,-49.22859558,38890.25398,151.5633011,41.2808854,51.1400245
288.1,29.7132981,-49.2322389,38889.85991,151.5649638,41.27875062,51.14304537
288.2,29.71307329,-49.23588196,38889.46547,151.5667869,41.27661591,51.1460664
288.3,29.7128484,-49.23952477,38889.07064,151.5684867,41.27440503,51.14900454
288.4,29.71262342,-49.24316731,38888.67541,151.5703102,41.27227046,51.15190439
288.5,29.71239836,-49.2468096,38888.2798,151.5718503,41.27005972,51.15484287
288.6,29.71217321,-49.25045164,38887.88378,151.5736744,41.2679253,51.1578646
288.7,29.71194797,-49.25409341,38887.48736,151.5753386,41.26579094,51.16076497
288.8,29.71172265,-49.25773493,38887.09053,151.5770396,41.26358042,51.16370397
288.9,29.71149725,-49.2613762,38886.69328,151.5788644,41.26144621,51.16660467
289,29.71127176,-49.2650172,38886.29562,151.5805293,41.25931206,51.1696271
289.1,29.71104618,-49.26865795,38885.89753,151.5820709,41.25710177,51.17244507
289.2,29.71082052,-49.27229845,38885.49902,151.5838964,41.25496776,51.17534627
289.3,29.71059477,-49.27593868,38885.10008,151.5855621,41.25283383,51.17824765
289.4,29.71036893,-49.27957866,38884.7007,151.5873881,41.25069996,51.18127076
289.5,29.71014301,-49.28321838,38884.30088,151.5890543,41.24856617,51.18417248
289.6,29.709917,-49.28685785,38883.90062,151.5907206,41.24643244,51.18707436
289.7,29.70969091,-49.29049705,38883.49991,151.5922637,41.24422258,51.18989334
289.8,29.70946474,-49.294136,38883.09875,151.5940907,41.242089,51.19279556
289.9,29.70923847,-49.2977747,38882.69713,151.5957578,41.23995548,51.19569794
290,29.70901212,-49.30141314,38882.29505,151.5974252,41.23782204,51.1986005
290.1,29.70878569,-49.30505132,38881.89251,151.5990928,41.23568866,51.20138162
290.2,29.70855917,-49.30868924,38881.4895,151.6007606,41.23355536,51.20428451
290.3,29.70833256,-49.31232691,38881.08603,151.6024286,41.23142212,51.20718757
290.4,29.70810587,-49.31596431,38880.68207,151.6040969,41.22928895,51.21009079
290.5,29.7078791,-49.31960147,38880.27764,151.6057655,41.22715585,51.21287257
290.6,29.70765223,-49.32323836,38879.87272,151.6074343,41.22502283,51.21577613
290.7,29.70742529,-49.326875,38879.46732,151.6091033,41.22288987,51.21867985
290.8,29.70719825,-49.33051138,38879.06143,151.6107726,41.22075698,51.22146212
290.9,29.70697113,-49.33414751,38878.65505,151.6124421,41.21862416,51.22436618
291,29.70674393,-49.33778338,38878.24817,151.6139516,41.21649141,51.22714878
291.1,29.70651664,-49.34141899,38877.84079,151.6156216,41.21435873,51.22993154
291.2,29.70628926,-49.34505434,38877.43291,151.6172918,41.21222612,51.23283609
291.3,29.7060618,-49.34868944,38877.02452,151.6189623,41.21009358,51.23561918
291.4,29.70583425,-49.35232428,38876.61562,151.6204727,41.20796111,51.23840242
291.5,29.70560662,-49.35595886,38876.20621,151.6222671,41.20590486,51.24126889
291.6,29.7053789,-49.35959319,38875.79628,151.6239383,41.20377253,51.24417411
291.7,29.7051511,-49.36322726,38875.38583,151.6254495,41.20164026,51.24695785
291.8,29.70492321,-49.36686107,38874.97486,151.6271211,41.19950807,51.24974174
291.9,29.70469524,-49.37049463,38874.56336,151.6286328,41.19737594,51.2525258
292,29.70446718,-49.37412793,38874.15133,151.6304283,41.19532003,51.25539308
292.1,29.70423903,-49.37776097,38873.73877,151.6321007,41.19318804,51.25817746
292.2,29.7040108,-49.38139376,38873.32568,151.6336131,41.19105612,51.260962
292.3,29.70378249,-49.38502629,38872.91205,151.6351257,41.18892427,51.26374671
292.4,29.70355408,-49.38865856,38872.49788,151.6367988,41.18679249,51.26653157
292.5,29.7033256,-49.39229057,38872.08316,151.6384352,41.18473691,51.26927797
292.6,29.70309702,-49.39592233,38871.66789,151.6401088,41.18260526,51.27206316
292.7,29.70286837,-49.39955383,38871.25208,151.6416223,41.18047368,51.27484851
292.8,29.70263962,-49.40318508,38870.83572,151.6432594,41.1784183,51.27771707
292.9,29.7024108,-49.40681606,38870.4188,151.6449337,41.17628686,51.28038105
293,29.70218188,-49.41044679,38870.00132,151.646448,41.17415549,51.28316688
293.1,29.70195288,-49.41407727,38869.58328,151.6480858,41.17210031,51.28591422
293.2,29.7017238,-49.41770748,38869.16468,151.6496005,41.16996907,51.28870037
293.3,29.70149463,-49.42133744,38868.74551,151.6512757,41.16783791,51.29148669
293.4,29.70126537,-49.42496714,38868.32577,151.6529142,41.16578292,51.2942345
293.5,29.70103603,-49.42859659,38867.90547,151.6544296,41.16365189,51.29702114
